mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name,mean_imputed_mpg,mean_imputed_cylinders,mean_imputed_displacement,mean_imputed_weight,mean_imputed_acceleration,mean_imputed_model_year,mean_imputed_origin,median_imputed_mpg,median_imputed_cylinders,median_imputed_displacement,median_imputed_weight,median_imputed_acceleration,median_imputed_model_year,median_imputed_origin,constant_imputed_mpg,constant_imputed_cylinders,constant_imputed_displacement,constant_imputed_weight,constant_imputed_acceleration,constant_imputed_model_year,constant_imputed_origin,most_frequent_imputed_horsepower,most_frequent_imputed_name,constant_imputed_horsepower,constant_imputed_name,custom_value_imputed_horsepower,custom_value_imputed_name
22.0,4,121.0,98,2945,14.5,75,2,volvo 244dl,22.0,4.0,121.0,2945.0,14.5,75.0,2.0,22.0,4.0,121.0,2945.0,14.5,75.0,2.0,22.0,4.0,121.0,2945.0,14.5,75.0,2.0,98,volvo 244dl,98,volvo 244dl,98,volvo 244dl
25.0,4,121.0,115,2671,13.5,75,2,saab 99le,25.0,4.0,121.0,2671.0,13.5,75.0,2.0,25.0,4.0,121.0,2671.0,13.5,75.0,2.0,25.0,4.0,121.0,2671.0,13.5,75.0,2.0,115,saab 99le,115,saab 99le,115,saab 99le
33.0,4,91.0,53,1795,17.5,75,3,honda civic cvcc,33.0,4.0,91.0,1795.0,17.5,75.0,3.0,33.0,4.0,91.0,1795.0,17.5,75.0,3.0,33.0,4.0,91.0,1795.0,17.5,75.0,3.0,53,honda civic cvcc,53,honda civic cvcc,53,honda civic cvcc
28.0,4,107.0,86,2464,15.5,76,2,fiat 131,28.0,4.0,107.0,2464.0,15.5,76.0,2.0,28.0,4.0,107.0,2464.0,15.5,76.0,2.0,28.0,4.0,107.0,2464.0,15.5,76.0,2.0,86,fiat 131,86,fiat 131,86,fiat 131
25.0,4,116.0,81,2220,16.9,76,2,opel 1900,25.0,4.0,116.0,2220.0,16.9,76.0,2.0,25.0,4.0,116.0,2220.0,16.9,76.0,2.0,25.0,4.0,116.0,2220.0,16.9,76.0,2.0,81,opel 1900,81,opel 1900,81,opel 1900
25.0,4,140.0,92,2572,14.9,76,1,capri ii,25.0,4.0,140.0,2572.0,14.9,76.0,1.0,25.0,4.0,140.0,2572.0,14.9,76.0,1.0,25.0,4.0,140.0,2572.0,14.9,76.0,1.0,92,capri ii,92,capri ii,92,capri ii
26.0,4,98.0,79,2255,17.7,76,1,dodge colt,26.0,4.0,98.0,2255.0,17.7,76.0,1.0,26.0,4.0,98.0,2255.0,17.7,76.0,1.0,26.0,4.0,98.0,2255.0,17.7,76.0,1.0,79,dodge colt,79,dodge colt,79,dodge colt
27.0,4,101.0,83,2202,15.3,76,2,renault 12tl,27.0,4.0,101.0,2202.0,15.3,76.0,2.0,27.0,4.0,101.0,2202.0,15.3,76.0,2.0,27.0,4.0,101.0,2202.0,15.3,76.0,2.0,83,renault 12tl,83,renault 12tl,83,renault 12tl
17.5,8,305.0,140,4215,13.0,76,1,chevrolet chevelle malibu classic,17.5,8.0,305.0,4215.0,13.0,76.0,1.0,17.5,8.0,305.0,4215.0,13.0,76.0,1.0,17.5,8.0,305.0,4215.0,13.0,76.0,1.0,140,chevrolet chevelle malibu classic,140,chevrolet chevelle malibu classic,140,chevrolet chevelle malibu classic
16.0,8,318.0,150,4190,13.0,76,1,dodge coronet brougham,16.0,8.0,318.0,4190.0,13.0,76.0,1.0,16.0,8.0,318.0,4190.0,13.0,76.0,1.0,16.0,8.0,318.0,4190.0,13.0,76.0,1.0,150,dodge coronet brougham,150,dodge coronet brougham,150,dodge coronet brougham
15.5,8,304.0,120,3962,13.9,76,1,amc matador,15.5,8.0,304.0,3962.0,13.9,76.0,1.0,15.5,8.0,304.0,3962.0,13.9,76.0,1.0,15.5,8.0,304.0,3962.0,13.9,76.0,1.0,120,amc matador,120,amc matador,120,amc matador
14.5,8,351.0,152,4215,12.8,76,1,ford gran torino,14.5,8.0,351.0,4215.0,12.8,76.0,1.0,14.5,8.0,351.0,4215.0,12.8,76.0,1.0,14.5,8.0,351.0,4215.0,12.8,76.0,1.0,152,ford gran torino,152,ford gran torino,152,ford gran torino
22.0,6,225.0,100,3233,15.4,76,1,plymouth valiant,22.0,6.0,225.0,3233.0,15.4,76.0,1.0,22.0,6.0,225.0,3233.0,15.4,76.0,1.0,22.0,6.0,225.0,3233.0,15.4,76.0,1.0,100,plymouth valiant,100,plymouth valiant,100,plymouth valiant
22.0,6,250.0,105,3353,14.5,76,1,chevrolet nova,22.0,6.0,250.0,3353.0,14.5,76.0,1.0,22.0,6.0,250.0,3353.0,14.5,76.0,1.0,22.0,6.0,250.0,3353.0,14.5,76.0,1.0,105,chevrolet nova,105,chevrolet nova,105,chevrolet nova
24.0,6,200.0,81,3012,17.6,76,1,ford maverick,24.0,6.0,200.0,3012.0,17.6,76.0,1.0,24.0,6.0,200.0,3012.0,17.6,76.0,1.0,24.0,6.0,200.0,3012.0,17.6,76.0,1.0,81,ford maverick,81,ford maverick,81,ford maverick
22.5,6,232.0,90,3085,17.6,76,1,amc hornet,22.5,6.0,232.0,3085.0,17.6,76.0,1.0,22.5,6.0,232.0,3085.0,17.6,76.0,1.0,22.5,6.0,232.0,3085.0,17.6,76.0,1.0,90,amc hornet,90,amc hornet,90,amc hornet
29.0,4,85.0,52,2035,22.2,76,1,chevrolet chevette,29.0,4.0,85.0,2035.0,22.2,76.0,1.0,29.0,4.0,85.0,2035.0,22.2,76.0,1.0,29.0,4.0,85.0,2035.0,22.2,76.0,1.0,52,chevrolet chevette,52,chevrolet chevette,52,chevrolet chevette
24.5,4,98.0,60,2164,22.1,76,1,chevrolet woody,24.5,4.0,98.0,2164.0,22.1,76.0,1.0,24.5,4.0,98.0,2164.0,22.1,76.0,1.0,24.5,4.0,98.0,2164.0,22.1,76.0,1.0,60,chevrolet woody,60,chevrolet woody,60,chevrolet woody
29.0,4,90.0,70,1937,14.2,76,2,vw rabbit,29.0,4.0,90.0,1937.0,14.2,76.0,2.0,29.0,4.0,90.0,1937.0,14.2,76.0,2.0,29.0,4.0,90.0,1937.0,14.2,76.0,2.0,70,vw rabbit,70,vw rabbit,70,vw rabbit
33.0,4,91.0,53,1795,17.4,76,3,honda civic,33.0,4.0,91.0,1795.0,17.4,76.0,3.0,33.0,4.0,91.0,1795.0,17.4,76.0,3.0,33.0,4.0,91.0,1795.0,17.4,76.0,3.0,53,honda civic,53,honda civic,53,honda civic
20.0,6,225.0,100,3651,17.7,76,1,dodge aspen se,20.0,6.0,225.0,3651.0,17.7,76.0,1.0,20.0,6.0,225.0,3651.0,17.7,76.0,1.0,20.0,6.0,225.0,3651.0,17.7,76.0,1.0,100,dodge aspen se,100,dodge aspen se,100,dodge aspen se
18.0,6,250.0,78,3574,21.0,76,1,ford granada ghia,18.0,6.0,250.0,3574.0,21.0,76.0,1.0,18.0,6.0,250.0,3574.0,21.0,76.0,1.0,18.0,6.0,250.0,3574.0,21.0,76.0,1.0,78,ford granada ghia,78,ford granada ghia,78,ford granada ghia
18.5,6,250.0,110,3645,16.2,76,1,pontiac ventura sj,18.5,6.0,250.0,3645.0,16.2,76.0,1.0,18.5,6.0,250.0,3645.0,16.2,76.0,1.0,18.5,6.0,250.0,3645.0,16.2,76.0,1.0,110,pontiac ventura sj,110,pontiac ventura sj,110,pontiac ventura sj
17.5,6,258.0,95,3193,17.8,76,1,amc pacer d/l,17.5,6.0,258.0,3193.0,17.8,76.0,1.0,17.5,6.0,258.0,3193.0,17.8,76.0,1.0,17.5,6.0,258.0,3193.0,17.8,76.0,1.0,95,amc pacer d/l,95,amc pacer d/l,95,amc pacer d/l
29.5,4,97.0,71,1825,12.2,76,2,volkswagen rabbit,29.5,4.0,97.0,1825.0,12.2,76.0,2.0,29.5,4.0,97.0,1825.0,12.2,76.0,2.0,29.5,4.0,97.0,1825.0,12.2,76.0,2.0,71,volkswagen rabbit,71,volkswagen rabbit,71,volkswagen rabbit
32.0,4,85.0,70,1990,17.0,76,3,datsun b-210,32.0,4.0,85.0,1990.0,17.0,76.0,3.0,32.0,4.0,85.0,1990.0,17.0,76.0,3.0,32.0,4.0,85.0,1990.0,17.0,76.0,3.0,70,datsun b-210,70,datsun b-210,70,datsun b-210
28.0,4,97.0,75,2155,16.4,76,3,toyota corolla,28.0,4.0,97.0,2155.0,16.4,76.0,3.0,28.0,4.0,97.0,2155.0,16.4,76.0,3.0,28.0,4.0,97.0,2155.0,16.4,76.0,3.0,75,toyota corolla,75,toyota corolla,75,toyota corolla
26.5,4,140.0,72,2565,13.6,76,1,ford pinto,26.5,4.0,140.0,2565.0,13.6,76.0,1.0,26.5,4.0,140.0,2565.0,13.6,76.0,1.0,26.5,4.0,140.0,2565.0,13.6,76.0,1.0,72,ford pinto,72,ford pinto,72,ford pinto
20.0,4,130.0,102,3150,15.7,76,2,volvo 245,20.0,4.0,130.0,3150.0,15.7,76.0,2.0,20.0,4.0,130.0,3150.0,15.7,76.0,2.0,20.0,4.0,130.0,3150.0,15.7,76.0,2.0,102,volvo 245,102,volvo 245,102,volvo 245
13.0,8,318.0,150,3940,13.2,76,1,plymouth volare premier v8,13.0,8.0,318.0,3940.0,13.2,76.0,1.0,13.0,8.0,318.0,3940.0,13.2,76.0,1.0,13.0,8.0,318.0,3940.0,13.2,76.0,1.0,150,plymouth volare premier v8,150,plymouth volare premier v8,150,plymouth volare premier v8
19.0,4,120.0,88,3270,21.9,76,2,peugeot 504,19.0,4.0,120.0,3270.0,21.9,76.0,2.0,19.0,4.0,120.0,3270.0,21.9,76.0,2.0,19.0,4.0,120.0,3270.0,21.9,76.0,2.0,88,peugeot 504,88,peugeot 504,88,peugeot 504
19.0,6,156.0,108,2930,15.5,76,3,toyota mark ii,19.0,6.0,156.0,2930.0,15.5,76.0,3.0,19.0,6.0,156.0,2930.0,15.5,76.0,3.0,19.0,6.0,156.0,2930.0,15.5,76.0,3.0,108,toyota mark ii,108,toyota mark ii,108,toyota mark ii
16.5,6,168.0,120,3820,16.7,76,2,mercedes-benz 280s,16.5,6.0,168.0,3820.0,16.7,76.0,2.0,16.5,6.0,168.0,3820.0,16.7,76.0,2.0,16.5,6.0,168.0,3820.0,16.7,76.0,2.0,120,mercedes-benz 280s,120,mercedes-benz 280s,120,mercedes-benz 280s
16.5,8,350.0,180,4380,12.1,76,1,cadillac seville,16.5,8.0,350.0,4380.0,12.1,76.0,1.0,16.5,8.0,350.0,4380.0,12.1,76.0,1.0,16.5,8.0,350.0,4380.0,12.1,76.0,1.0,180,cadillac seville,180,cadillac seville,180,cadillac seville
13.0,8,350.0,145,4055,12.0,76,1,chevy c10,13.0,8.0,350.0,4055.0,12.0,76.0,1.0,13.0,8.0,350.0,4055.0,12.0,76.0,1.0,13.0,8.0,350.0,4055.0,12.0,76.0,1.0,145,chevy c10,145,chevy c10,145,chevy c10
13.0,8,302.0,130,3870,15.0,76,1,ford f108,13.0,8.0,302.0,3870.0,15.0,76.0,1.0,13.0,8.0,302.0,3870.0,15.0,76.0,1.0,13.0,8.0,302.0,3870.0,15.0,76.0,1.0,130,ford f108,130,ford f108,130,ford f108
13.0,8,318.0,150,3755,14.0,76,1,dodge d100,13.0,8.0,318.0,3755.0,14.0,76.0,1.0,13.0,8.0,318.0,3755.0,14.0,76.0,1.0,13.0,8.0,318.0,3755.0,14.0,76.0,1.0,150,dodge d100,150,dodge d100,150,dodge d100
31.5,4,98.0,68,2045,18.5,77,3,honda accord cvcc,31.5,4.0,98.0,2045.0,18.5,77.0,3.0,31.5,4.0,98.0,2045.0,18.5,77.0,3.0,31.5,4.0,98.0,2045.0,18.5,77.0,3.0,68,honda accord cvcc,68,honda accord cvcc,68,honda accord cvcc
30.0,4,111.0,80,2155,14.8,77,1,buick opel isuzu deluxe,30.0,4.0,111.0,2155.0,14.8,77.0,1.0,30.0,4.0,111.0,2155.0,14.8,77.0,1.0,30.0,4.0,111.0,2155.0,14.8,77.0,1.0,80,buick opel isuzu deluxe,80,buick opel isuzu deluxe,80,buick opel isuzu deluxe
36.0,4,79.0,58,1825,18.6,77,2,renault 5 gtl,36.0,4.0,79.0,1825.0,18.6,77.0,2.0,36.0,4.0,79.0,1825.0,18.6,77.0,2.0,36.0,4.0,79.0,1825.0,18.6,77.0,2.0,58,renault 5 gtl,58,renault 5 gtl,58,renault 5 gtl
25.5,4,122.0,96,2300,15.5,77,1,plymouth arrow gs,25.5,4.0,122.0,2300.0,15.5,77.0,1.0,25.5,4.0,122.0,2300.0,15.5,77.0,1.0,25.5,4.0,122.0,2300.0,15.5,77.0,1.0,96,plymouth arrow gs,96,plymouth arrow gs,96,plymouth arrow gs
33.5,4,85.0,70,1945,16.8,77,3,datsun f-10 hatchback,33.5,4.0,85.0,1945.0,16.8,77.0,3.0,33.5,4.0,85.0,1945.0,16.8,77.0,3.0,33.5,4.0,85.0,1945.0,16.8,77.0,3.0,70,datsun f-10 hatchback,70,datsun f-10 hatchback,70,datsun f-10 hatchback
17.5,8,305.0,145,3880,12.5,77,1,chevrolet caprice classic,17.5,8.0,305.0,3880.0,12.5,77.0,1.0,17.5,8.0,305.0,3880.0,12.5,77.0,1.0,17.5,8.0,305.0,3880.0,12.5,77.0,1.0,145,chevrolet caprice classic,145,chevrolet caprice classic,145,chevrolet caprice classic
17.0,8,260.0,110,4060,19.0,77,1,oldsmobile cutlass supreme,17.0,8.0,260.0,4060.0,19.0,77.0,1.0,17.0,8.0,260.0,4060.0,19.0,77.0,1.0,17.0,8.0,260.0,4060.0,19.0,77.0,1.0,110,oldsmobile cutlass supreme,110,oldsmobile cutlass supreme,110,oldsmobile cutlass supreme
15.5,8,318.0,145,4140,13.7,77,1,dodge monaco brougham,15.5,8.0,318.0,4140.0,13.7,77.0,1.0,15.5,8.0,318.0,4140.0,13.7,77.0,1.0,15.5,8.0,318.0,4140.0,13.7,77.0,1.0,145,dodge monaco brougham,145,dodge monaco brougham,145,dodge monaco brougham
15.0,8,302.0,130,4295,14.9,77,1,mercury cougar brougham,15.0,8.0,302.0,4295.0,14.9,77.0,1.0,15.0,8.0,302.0,4295.0,14.9,77.0,1.0,15.0,8.0,302.0,4295.0,14.9,77.0,1.0,130,mercury cougar brougham,130,mercury cougar brougham,130,mercury cougar brougham
17.5,6,250.0,110,3520,16.4,77,1,chevrolet concours,17.5,6.0,250.0,3520.0,16.4,77.0,1.0,17.5,6.0,250.0,3520.0,16.4,77.0,1.0,17.5,6.0,250.0,3520.0,16.4,77.0,1.0,110,chevrolet concours,110,chevrolet concours,110,chevrolet concours
20.5,6,231.0,105,3425,16.9,77,1,buick skylark,20.5,6.0,231.0,3425.0,16.9,77.0,1.0,20.5,6.0,231.0,3425.0,16.9,77.0,1.0,20.5,6.0,231.0,3425.0,16.9,77.0,1.0,105,buick skylark,105,buick skylark,105,buick skylark
19.0,6,225.0,100,3630,17.7,77,1,plymouth volare custom,19.0,6.0,225.0,3630.0,17.7,77.0,1.0,19.0,6.0,225.0,3630.0,17.7,77.0,1.0,19.0,6.0,225.0,3630.0,17.7,77.0,1.0,100,plymouth volare custom,100,plymouth volare custom,100,plymouth volare custom
18.5,6,250.0,98,3525,19.0,77,1,ford granada,18.5,6.0,250.0,3525.0,19.0,77.0,1.0,18.5,6.0,250.0,3525.0,19.0,77.0,1.0,18.5,6.0,250.0,3525.0,19.0,77.0,1.0,98,ford granada,98,ford granada,98,ford granada
16.0,8,400.0,180,4220,11.1,77,1,pontiac grand prix lj,16.0,8.0,400.0,4220.0,11.1,77.0,1.0,16.0,8.0,400.0,4220.0,11.1,77.0,1.0,16.0,8.0,400.0,4220.0,11.1,77.0,1.0,180,pontiac grand prix lj,180,pontiac grand prix lj,180,pontiac grand prix lj
15.5,8,350.0,170,4165,11.4,77,1,chevrolet monte carlo landau,15.5,8.0,350.0,4165.0,11.4,77.0,1.0,15.5,8.0,350.0,4165.0,11.4,77.0,1.0,15.5,8.0,350.0,4165.0,11.4,77.0,1.0,170,chevrolet monte carlo landau,170,chevrolet monte carlo landau,170,chevrolet monte carlo landau
15.5,8,400.0,190,4325,12.2,77,1,chrysler cordoba,15.5,8.0,400.0,4325.0,12.2,77.0,1.0,15.5,8.0,400.0,4325.0,12.2,77.0,1.0,15.5,8.0,400.0,4325.0,12.2,77.0,1.0,190,chrysler cordoba,190,chrysler cordoba,190,chrysler cordoba
16.0,8,351.0,149,4335,14.5,77,1,ford thunderbird,16.0,8.0,351.0,4335.0,14.5,77.0,1.0,16.0,8.0,351.0,4335.0,14.5,77.0,1.0,16.0,8.0,351.0,4335.0,14.5,77.0,1.0,149,ford thunderbird,149,ford thunderbird,149,ford thunderbird
29.0,4,97.0,78,1940,14.5,77,2,volkswagen rabbit custom,29.0,4.0,97.0,1940.0,14.5,77.0,2.0,29.0,4.0,97.0,1940.0,14.5,77.0,2.0,29.0,4.0,97.0,1940.0,14.5,77.0,2.0,78,volkswagen rabbit custom,78,volkswagen rabbit custom,78,volkswagen rabbit custom
24.5,4,151.0,88,2740,16.0,77,1,pontiac sunbird coupe,24.5,4.0,151.0,2740.0,16.0,77.0,1.0,24.5,4.0,151.0,2740.0,16.0,77.0,1.0,24.5,4.0,151.0,2740.0,16.0,77.0,1.0,88,pontiac sunbird coupe,88,pontiac sunbird coupe,88,pontiac sunbird coupe
26.0,4,97.0,75,2265,18.2,77,3,toyota corolla liftback,26.0,4.0,97.0,2265.0,18.2,77.0,3.0,26.0,4.0,97.0,2265.0,18.2,77.0,3.0,26.0,4.0,97.0,2265.0,18.2,77.0,3.0,75,toyota corolla liftback,75,toyota corolla liftback,75,toyota corolla liftback
25.5,4,140.0,89,2755,15.8,77,1,ford mustang ii 2+2,25.5,4.0,140.0,2755.0,15.8,77.0,1.0,25.5,4.0,140.0,2755.0,15.8,77.0,1.0,25.5,4.0,140.0,2755.0,15.8,77.0,1.0,89,ford mustang ii 2+2,89,ford mustang ii 2+2,89,ford mustang ii 2+2
30.5,4,98.0,63,2051,17.0,77,1,chevrolet chevette,30.5,4.0,98.0,2051.0,17.0,77.0,1.0,30.5,4.0,98.0,2051.0,17.0,77.0,1.0,30.5,4.0,98.0,2051.0,17.0,77.0,1.0,63,chevrolet chevette,63,chevrolet chevette,63,chevrolet chevette
33.5,4,98.0,83,2075,15.9,77,1,dodge colt m/m,33.5,4.0,98.0,2075.0,15.9,77.0,1.0,33.5,4.0,98.0,2075.0,15.9,77.0,1.0,33.5,4.0,98.0,2075.0,15.9,77.0,1.0,83,dodge colt m/m,83,dodge colt m/m,83,dodge colt m/m
30.0,4,97.0,67,1985,16.4,77,3,subaru dl,30.0,4.0,97.0,1985.0,16.4,77.0,3.0,30.0,4.0,97.0,1985.0,16.4,77.0,3.0,30.0,4.0,97.0,1985.0,16.4,77.0,3.0,67,subaru dl,67,subaru dl,67,subaru dl
30.5,4,97.0,78,2190,14.1,77,2,volkswagen dasher,30.5,4.0,97.0,2190.0,14.1,77.0,2.0,30.5,4.0,97.0,2190.0,14.1,77.0,2.0,30.5,4.0,97.0,2190.0,14.1,77.0,2.0,78,volkswagen dasher,78,volkswagen dasher,78,volkswagen dasher
22.0,6,146.0,97,2815,14.5,77,3,datsun 810,22.0,6.0,146.0,2815.0,14.5,77.0,3.0,22.0,6.0,146.0,2815.0,14.5,77.0,3.0,22.0,6.0,146.0,2815.0,14.5,77.0,3.0,97,datsun 810,97,datsun 810,97,datsun 810
21.5,4,121.0,110,2600,12.8,77,2,bmw 320i,21.5,4.0,121.0,2600.0,12.8,77.0,2.0,21.5,4.0,121.0,2600.0,12.8,77.0,2.0,21.5,4.0,121.0,2600.0,12.8,77.0,2.0,110,bmw 320i,110,bmw 320i,110,bmw 320i
21.5,3,80.0,110,2720,13.5,77,3,mazda rx-4,21.5,3.0,80.0,2720.0,13.5,77.0,3.0,21.5,3.0,80.0,2720.0,13.5,77.0,3.0,21.5,3.0,80.0,2720.0,13.5,77.0,3.0,110,mazda rx-4,110,mazda rx-4,110,mazda rx-4
43.1,4,90.0,48,1985,21.5,78,2,volkswagen rabbit custom diesel,43.1,4.0,90.0,1985.0,21.5,78.0,2.0,43.1,4.0,90.0,1985.0,21.5,78.0,2.0,43.1,4.0,90.0,1985.0,21.5,78.0,2.0,48,volkswagen rabbit custom diesel,48,volkswagen rabbit custom diesel,48,volkswagen rabbit custom diesel
36.1,4,98.0,66,1800,14.4,78,1,ford fiesta,36.1,4.0,98.0,1800.0,14.4,78.0,1.0,36.1,4.0,98.0,1800.0,14.4,78.0,1.0,36.1,4.0,98.0,1800.0,14.4,78.0,1.0,66,ford fiesta,66,ford fiesta,66,ford fiesta
32.8,4,78.0,52,1985,19.4,78,3,mazda glc deluxe,32.8,4.0,78.0,1985.0,19.4,78.0,3.0,32.8,4.0,78.0,1985.0,19.4,78.0,3.0,32.8,4.0,78.0,1985.0,19.4,78.0,3.0,52,mazda glc deluxe,52,mazda glc deluxe,52,mazda glc deluxe
39.4,4,85.0,70,2070,18.6,78,3,datsun b210 gx,39.4,4.0,85.0,2070.0,18.6,78.0,3.0,39.4,4.0,85.0,2070.0,18.6,78.0,3.0,39.4,4.0,85.0,2070.0,18.6,78.0,3.0,70,datsun b210 gx,70,datsun b210 gx,70,datsun b210 gx
36.1,4,91.0,60,1800,16.4,78,3,honda civic cvcc,36.1,4.0,91.0,1800.0,16.4,78.0,3.0,36.1,4.0,91.0,1800.0,16.4,78.0,3.0,36.1,4.0,91.0,1800.0,16.4,78.0,3.0,60,honda civic cvcc,60,honda civic cvcc,60,honda civic cvcc
19.9,8,260.0,110,3365,15.5,78,1,oldsmobile cutlass salon brougham,19.9,8.0,260.0,3365.0,15.5,78.0,1.0,19.9,8.0,260.0,3365.0,15.5,78.0,1.0,19.9,8.0,260.0,3365.0,15.5,78.0,1.0,110,oldsmobile cutlass salon brougham,110,oldsmobile cutlass salon brougham,110,oldsmobile cutlass salon brougham
19.4,8,318.0,140,3735,13.2,78,1,dodge diplomat,19.4,8.0,318.0,3735.0,13.2,78.0,1.0,19.4,8.0,318.0,3735.0,13.2,78.0,1.0,19.4,8.0,318.0,3735.0,13.2,78.0,1.0,140,dodge diplomat,140,dodge diplomat,140,dodge diplomat
20.2,8,302.0,139,3570,12.8,78,1,mercury monarch ghia,20.2,8.0,302.0,3570.0,12.8,78.0,1.0,20.2,8.0,302.0,3570.0,12.8,78.0,1.0,20.2,8.0,302.0,3570.0,12.8,78.0,1.0,139,mercury monarch ghia,139,mercury monarch ghia,139,mercury monarch ghia
19.2,6,231.0,105,3535,19.2,78,1,pontiac phoenix lj,19.2,6.0,231.0,3535.0,19.2,78.0,1.0,19.2,6.0,231.0,3535.0,19.2,78.0,1.0,19.2,6.0,231.0,3535.0,19.2,78.0,1.0,105,pontiac phoenix lj,105,pontiac phoenix lj,105,pontiac phoenix lj
20.5,6,200.0,95,3155,18.2,78,1,chevrolet malibu,20.5,6.0,200.0,3155.0,18.2,78.0,1.0,20.5,6.0,200.0,3155.0,18.2,78.0,1.0,20.5,6.0,200.0,3155.0,18.2,78.0,1.0,95,chevrolet malibu,95,chevrolet malibu,95,chevrolet malibu
20.2,6,200.0,85,2965,15.8,78,1,ford fairmont (auto),20.2,6.0,200.0,2965.0,15.8,78.0,1.0,20.2,6.0,200.0,2965.0,15.8,78.0,1.0,20.2,6.0,200.0,2965.0,15.8,78.0,1.0,85,ford fairmont (auto),85,ford fairmont (auto),85,ford fairmont (auto)
25.1,4,140.0,88,2720,15.4,78,1,ford fairmont (man),25.1,4.0,140.0,2720.0,15.4,78.0,1.0,25.1,4.0,140.0,2720.0,15.4,78.0,1.0,25.1,4.0,140.0,2720.0,15.4,78.0,1.0,88,ford fairmont (man),88,ford fairmont (man),88,ford fairmont (man)
20.5,6,225.0,100,3430,17.2,78,1,plymouth volare,20.5,6.0,225.0,3430.0,17.2,78.0,1.0,20.5,6.0,225.0,3430.0,17.2,78.0,1.0,20.5,6.0,225.0,3430.0,17.2,78.0,1.0,100,plymouth volare,100,plymouth volare,100,plymouth volare
19.4,6,232.0,90,3210,17.2,78,1,amc concord,19.4,6.0,232.0,3210.0,17.2,78.0,1.0,19.4,6.0,232.0,3210.0,17.2,78.0,1.0,19.4,6.0,232.0,3210.0,17.2,78.0,1.0,90,amc concord,90,amc concord,90,amc concord
20.6,6,231.0,105,3380,15.8,78,1,buick century special,20.6,6.0,231.0,3380.0,15.8,78.0,1.0,20.6,6.0,231.0,3380.0,15.8,78.0,1.0,20.6,6.0,231.0,3380.0,15.8,78.0,1.0,105,buick century special,105,buick century special,105,buick century special
20.8,6,200.0,85,3070,16.7,78,1,mercury zephyr,20.8,6.0,200.0,3070.0,16.7,78.0,1.0,20.8,6.0,200.0,3070.0,16.7,78.0,1.0,20.8,6.0,200.0,3070.0,16.7,78.0,1.0,85,mercury zephyr,85,mercury zephyr,85,mercury zephyr
18.6,6,225.0,110,3620,18.7,78,1,dodge aspen,18.6,6.0,225.0,3620.0,18.7,78.0,1.0,18.6,6.0,225.0,3620.0,18.7,78.0,1.0,18.6,6.0,225.0,3620.0,18.7,78.0,1.0,110,dodge aspen,110,dodge aspen,110,dodge aspen
18.1,6,258.0,120,3410,15.1,78,1,amc concord d/l,18.1,6.0,258.0,3410.0,15.1,78.0,1.0,18.1,6.0,258.0,3410.0,15.1,78.0,1.0,18.1,6.0,258.0,3410.0,15.1,78.0,1.0,120,amc concord d/l,120,amc concord d/l,120,amc concord d/l
19.2,8,305.0,145,3425,13.2,78,1,chevrolet monte carlo landau,19.2,8.0,305.0,3425.0,13.2,78.0,1.0,19.2,8.0,305.0,3425.0,13.2,78.0,1.0,19.2,8.0,305.0,3425.0,13.2,78.0,1.0,145,chevrolet monte carlo landau,145,chevrolet monte carlo landau,145,chevrolet monte carlo landau
17.7,6,231.0,165,3445,13.4,78,1,buick regal sport coupe (turbo),17.7,6.0,231.0,3445.0,13.4,78.0,1.0,17.7,6.0,231.0,3445.0,13.4,78.0,1.0,17.7,6.0,231.0,3445.0,13.4,78.0,1.0,165,buick regal sport coupe (turbo),165,buick regal sport coupe (turbo),165,buick regal sport coupe (turbo)
18.1,8,302.0,139,3205,11.2,78,1,ford futura,18.1,8.0,302.0,3205.0,11.2,78.0,1.0,18.1,8.0,302.0,3205.0,11.2,78.0,1.0,18.1,8.0,302.0,3205.0,11.2,78.0,1.0,139,ford futura,139,ford futura,139,ford futura
17.5,8,318.0,140,4080,13.7,78,1,dodge magnum xe,17.5,8.0,318.0,4080.0,13.7,78.0,1.0,17.5,8.0,318.0,4080.0,13.7,78.0,1.0,17.5,8.0,318.0,4080.0,13.7,78.0,1.0,140,dodge magnum xe,140,dodge magnum xe,140,dodge magnum xe
30.0,4,98.0,68,2155,16.5,78,1,chevrolet chevette,30.0,4.0,98.0,2155.0,16.5,78.0,1.0,30.0,4.0,98.0,2155.0,16.5,78.0,1.0,30.0,4.0,98.0,2155.0,16.5,78.0,1.0,68,chevrolet chevette,68,chevrolet chevette,68,chevrolet chevette
27.5,4,134.0,95,2560,14.2,78,3,toyota corona,27.5,4.0,134.0,2560.0,14.2,78.0,3.0,27.5,4.0,134.0,2560.0,14.2,78.0,3.0,27.5,4.0,134.0,2560.0,14.2,78.0,3.0,95,toyota corona,95,toyota corona,95,toyota corona
27.2,4,119.0,97,2300,14.7,78,3,datsun 510,27.2,4.0,119.0,2300.0,14.7,78.0,3.0,27.2,4.0,119.0,2300.0,14.7,78.0,3.0,27.2,4.0,119.0,2300.0,14.7,78.0,3.0,97,datsun 510,97,datsun 510,97,datsun 510
30.9,4,105.0,75,2230,14.5,78,1,dodge omni,30.9,4.0,105.0,2230.0,14.5,78.0,1.0,30.9,4.0,105.0,2230.0,14.5,78.0,1.0,30.9,4.0,105.0,2230.0,14.5,78.0,1.0,75,dodge omni,75,dodge omni,75,dodge omni
